Index,Date,Open,High,Low,Close,Adj Close,Volume
399001.SZ,08-05-2012,10604.95996,10605.34961,10413.4502,10524.67969,10524.5625,81400
399001.SZ,09-05-2012,10410.83984,10410.83984,10282.82031,10294.58008,10294.46484,77100
399001.SZ,10-05-2012,10287.75977,10342.33984,10255.25,10277.62012,10277.50488,61200
399001.SZ,11-05-2012,10261.54981,10342.79981,10210.73047,10211.41016,10211.2959,53100
399001.SZ,14-05-2012,10278.9502,10284.90039,10091,10093.37988,10093.2666,67800
399001.SZ,15-05-2012,10027.40039,10139.25,10009.51953,10131.80957,10131.69629,66100
399001.SZ,16-05-2012,10099.80957,10099.80957,9916.469727,9916.469727,9916.358398,57900
399001.SZ,17-05-2012,9942.179688,10105.9502,9915.80957,10079.48047,10079.36719,61000
399001.SZ,18-05-2012,9995.910156,10049.91992,9880.040039,9903.089844,9902.978516,57400
399001.SZ,21-05-2012,9893.769531,10060.08008,9870.349609,9977.55957,9977.448242,54600
399001.SZ,22-05-2012,10030.54004,10180.26953,10022.73047,10180.26953,10180.15527,68000
